simulation,mean_words,question_percent
428,46.14222222222222,31.555555555555554
429,83.21333333333334,37.77777777777778
430,161.25333333333333,30.666666666666664
431,82.49333333333334,28.444444444444443
432,89.83555555555556,34.22222222222222
433,118.28444444444445,28.888888888888886
434,54.54666666666667,31.555555555555554
435,118.62666666666667,27.555555555555557
436,49.58222222222222,33.77777777777778
437,82.73777777777778,30.666666666666664
438,58.404444444444444,32.44444444444444
439,75.85777777777778,31.555555555555554
440,39.08,34.22222222222222
441,80.25777777777778,31.555555555555554
442,83.52888888888889,29.777777777777775
443,75.42666666666666,31.555555555555554
444,86.65777777777778,32.88888888888889
445,158.07555555555555,29.777777777777775
446,52.21333333333333,33.77777777777778
447,116.03555555555556,32.44444444444444
448,82.29777777777778,28.888888888888886
449,84.01777777777778,28.444444444444443
450,73.16888888888889,28.888888888888886
451,42.78666666666667,33.77777777777778
452,49.44444444444444,26.666666666666668
453,81.44444444444444,25.77777777777778
454,115.82222222222222,36.888888888888886
455,148.79111111111112,34.66666666666667
456,57.26222222222222,33.77777777777778
457,78.65333333333334,31.555555555555554
458,43.36,31.555555555555554
459,85.12444444444445,36.888888888888886
460,48.51555555555556,31.555555555555554
461,45.68,36.44444444444444
462,83.2088888888889,36
463,85.50222222222222,34.66666666666667
464,119.25777777777778,25.77777777777778
465,49.30222222222222,33.77777777777778
466,116.94666666666667,29.333333333333332
467,53,32
468,80.43555555555555,31.11111111111111
469,152.8711111111111,33.33333333333333
470,85.55111111111111,28.000000000000004
471,80.69777777777777,31.555555555555554
472,51.44,39.111111111111114
473,54.471111111111114,30.666666666666664
474,87.21777777777778,32.88888888888889
475,86.26666666666667,30.666666666666664
476,43.17333333333333,33.77777777777778
477,48.035555555555554,29.777777777777775
478,80.18222222222222,28.888888888888886
479,54.85333333333333,32.88888888888889
480,90.62666666666667,32
481,82.07555555555555,25.333333333333336
482,93.35111111111111,29.777777777777775
483,83.48444444444445,32.44444444444444
484,86.5111111111111,27.555555555555557
485,78.32,32.88888888888889
486,81.67111111111112,32
487,109.34222222222222,28.444444444444443
488,86.32,29.333333333333332
489,47.07111111111111,33.77777777777778
490,181.1511111111111,34.22222222222222
491,80.88888888888889,29.777777777777775
492,76.67111111111112,37.77777777777778
493,147.77333333333334,32
